유형,표제어,뜻풀이,예문,비고
고유어,- 습습하다,마음이나 하는 짓이 활발하고 너그럽다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 시나브로,모르는 사이에 조금씩 조금씩.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 쏘개질,있는 일 없는 일을 얽어서 일러바치는 짓,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 아람,밤이나 상수리 따위가 충분히 익어 저절로 떨어질 정도가 된 상태. 또는 그런 열매.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 안차다,겁이 없고 야무지다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 알근알근,매워서 입 안이 매우 알알한 느낌 / 술에 취하여 정신이 매우 아렴풋한 느낌.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 알겨먹다,남의 재물 따위를 좀스러운 말과 행위로 꾀어 뺴앗아 가지다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 앙짜,앳되게 점잔을 빼는 짓 / 깐깐하게 행동하고 몹시 끈덕지게 샘을 내는 짓 또는 그런 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 애오라지,겨우 / 오로지 를 강조하여 이르는 말,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 얼맞다,"일정한 기준, 조건 정도 따위에 지나치게 넘치거나 모자라지 아니한 데가 있다.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 엉너리,남의 환심을 사기 위하여 어벌쩡하게 서두르는 짓.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 옴니암니,아주 자질구레한 것.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 옹골지다,실속이 있게 속이 꽉 차 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 옹골차다,매우 옹골지다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 우수리,물건값을 제하고 거슬러 받는 잔돈 / 일정한 수나 수량에 차고 남는 수나 수량,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 울력다짐,여러 사람이 힘을 합하여 일을 빠르고 시원스럽게 끝냄. 또는 그런 기세.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 윤슬,햇빛이나 달빛에 비치어 반짝이는 잔물결.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 을밋을밋,기한이나 일 따위를 우물쩍거리며 잇따라 미루는 모양 / 자기의 책임이나 잘못을 우물우물하며 넘기려고 하는 모양,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 의뭉하다,겉으로는 어리석은 것처럼 보이면서 속으로는 엉큼하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 이드거니,충분한 분량으로 만족스러운 모양.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 이울다,꽃이나 잎이 시듦 / 점점 쇠약해짐.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 입찬말,자기의 지위나 능력을 믿고 지나치게 장담하는 말.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 자닝하다,애처롭고 불쌍하여 차마 보기 어렵다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 자리끼,밤에 자다가 마시기 위하여 잠자리의 머리맡에 준비하여 두는 물.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 자못,생각보다 매우.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 자발없다,행동이 가볍고 참을성이 없다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 작히,어찌 조금만 / 얼마나 의 뜻으로 주로 혼자 느끼거나 묻는 말에 쓰임.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 재겹다,몹시 지겹다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 종요롭다,없어서는 안 될 정도로 매우 긴요하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 즐비하다,빗살처럼 줄지어 빽빽하게 늘어서 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 지다위,남에게 등을 대고 의지하거나 떼를 씀 / 자기의 허물을 남에게 덮어씌움.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 지레,어떤 일이 일어나기 전 또는 어떤 기회나 때가 무르익기 전에 미리.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 지청구,아랫사람의 잘못을 꾸짖는 말 / 까닭 없이 남을 탓하고 원망함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 짜장,과연 정말로.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 짬짬이,짬이 나는 대로 그때그때.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 짬짜미,남모르게 자기들끼리만 짜고 하는 약속이나 수작.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 청승맞다,궁상스럽도 처량하여 보기에 몹시 언짢다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 찬찬하다,"성질이나 솜씨, 행동 따위가 꼼꼼하고 차분하다.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 철겹다,제철에 뒤져 맞지 아니하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 추렴,모임이나 놀이 또는 잔치 따위의 비용으로 여럿이 각각 얼마씩의 돈을 내어 거둠.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 토렴하다,밥이나 국수에 뜨거운 국물을 부었다 따랐다 하여 덥게 하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 트레바리,이유 없이 남의 말에 반대하기를 좋아함. 또는 그런 성격을 지닌 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 티적티적하다,남의 흠이나 트집을 잡으면서 자꾸 비위를 거스르다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 파임내다,일치한 의논을 나중에 다른 소리를 하여 그르치게 하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 푸성귀,사람이 가꾼 채소나 저절로 난 나물 따위를 통틀어 이르는 말.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 푼더분하다,생김새가 두툼하고 탐스러움 / 여유가 있고 넉넉함 / 사람의 성품 따위가 옹졸하지 아니하고 활달함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 푼푼하다,모자람이 없이 넉넉하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 하리놀다,남을 헐뜯어 윗사람에게 일러바침.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 한밥,마음껏 배부르게 먹는 밥이나 음식 / 끼니때가 지난 뒤에 차리는 밥,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 한잠,잠시 자는 잠 / 깊이 든 잠,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 함초롬,젖거나 서려 있는 모습이 가지런하고 차분한 모양,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 함함하다,털이 보드랍고 반지르르함 / 소담하고 탐스러움.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 해망쩍다,영리하지 못하고 아둔함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 해사하다,"얼굴이 희고 곱다랗다 / 옷차림, 자태 따위가 말끔하고 깨끗하다.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 해찰,마음에 썩 내키지 아니하여 물건을 부질없이 이것저것 집적거려 해치는 행동 / 일에는 마음을 두지 아니하고 쓸데없이 다른 짓을 함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 허투루,아무렇게나 되는대로.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 헛물켜다,애쓴 보람 없이 헛일로 되다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 호젓하다,후미져서 무서움을 느낄 만큼 고요하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 희나리,채 마르지 아니한 장작.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 흰소리,터무니없이 자랑으로 떠벌리거나 거드럭거리며 허풍을 떠는 말.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,33회 한자어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 대미(,大尾): 어떤 일의 맨 마지막. ‘맨 끝’으로 순화,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 종국(,終局): 일의 마지막. ‘끝판’으로 순화,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 말년(,末年): ①일생의 마지막 무렵 ②어떤 시기의,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,마지막 몇 해 동,안,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 졸고(,拙稿): ①내용이 보잘것없는 원고 ②자기나 자,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,기와 관련된 사람의 원고를 겸손하게 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 결말(,結末): 어떤 일이 마무리되는 끝,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보조(,輔助): 노력이나 행동으로 남을 도와줌,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보전(,補塡): 부족한 부분을 보태어 채움,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보결(,補缺): ①결원이 생겼을 때에 그 빈자리를 채,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,움,②결점을 고쳐서 보충함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보충(,補充): 부족한 것을 보태어 채움,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보완(,補完): 모자라거나 부족한 것을 보충하여 완전,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,하게,함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보강(,補強): 보태거나 채워서 본디보다 더 튼튼하게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 수리(,修理): 고장 나거나 허름한 데를 손보아 고침,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 난삽(,難澁)하다: 글이나 말이 매끄럽지 못하면서 어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,렵고 까다롭,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 방출(,放出): 비축하여 놓은 것을 내놓음,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 지연(,遲延): 무슨 일을 더디게 끌어 시간을 늦춤. 또,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 시간이 늦추어,짐,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 공포(,公布): 일반 대중에게 널리 알림,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 기거(,"寄居): 남에게 덧붙어서 사는 일. ‘부쳐 삶’,",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 발군(,拔群): 여럿 가운데에서 특별히 뛰어남,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 단연(,斷然): 확실히 단정할 만하게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 경륜(,經綸): ①일정한 포부를 가지고 일을 조직적으,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,로 계획함,. 또는 그 계획이나 포부 ②천하를 다스림,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 우수(,憂愁): 근심과 걱정을 아울러 이르는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 산실(,産室): ①해산하는 방 ②어떤 일을 꾸미거나,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이루어 내는 곳,. 또는 그런 바탕,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 선풍(,旋風): 돌발적으로 일어나 세상을 뒤흔드는 사,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,건을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 사족(,蛇足): [같은 말]화사첨족(畫蛇添足). 뱀을 다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,그리고 나서 있지도 아니한 발을 덧붙여 그려 넣는,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 뜻으로,", 쓸데없는 군짓을 하여 도리어 잘못되게 함",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,을 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 자웅(,雌雄): ①[같은 말]암수. 암컷과 수컷을 아울러,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이르는 말,"②승부, 우열, 강약 따위를 비유적으로 이",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,34회 한자어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 심금(,心琴): 외부의 자극에 따라 미묘하게 움직이는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,마음을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 정곡(,正鵠): ①과녁의 한가운데가 되는 점 ②가장,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,중요한 요점 또는 핵심,③조금도 틀림없이 바로,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 위상(,位相): 어떤 사물이 다른 사물과의 관계 속에,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,서 가지는 위치나 상,태,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 각서(,覺書): 약속을 지키겠다는 내용을 적은 문서.,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 동량(,棟梁): ①기둥과 들보를 아울러 이르는 말. ‘기,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,둥,’으로 순화 ②[같은 말]동량지재(棟梁之材). 기둥과,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,들보로 쓸 만한 재목이라는 뜻으로,", 한 집안이나 한",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나라를 떠받치는 중대한 일을 맡을 만한 인재를 이,르,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 어용(,御用): ①임금이 쓰는 것을 이르던 말 ②정부,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,에서 쓰는 일,③자신의 이익을 위하여 권력자나 권력,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,기관에 영합하여 줏대 없이 행동하는 것을 낮잡아,이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 결제(,決濟): ①일을 처리하여 끝을 냄 ②증권 또는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,대금을 주고받아 매매 당사자 사이의 거래 관계를,끝,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,맺는,일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 돌출(,突出): ①예기치 못하게 갑자기 쑥 나오거나,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,불거짐,"②쑥 내밀거나 불거져 있음. ‘내밂’, ‘쑥 내밂’",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,으로 순,화,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 누적(,累積): 포개어 여러 번 쌓음. 또는 포개져 여러,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,번 쌓,임,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 품의(,稟議): 웃어른이나 상사에게 말이나 글로 여쭈,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,어 의논,함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 변동(,變動): 바뀌어 달라짐,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 변형(,變形): 모양이나 형태가 달라지거나 달라지게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,함,. 또는 그 달라진 형태- 변별(辨別): ①사물의 옳고 그름이나 좋고 나쁨을,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,가림,②세상에 대한 경험이나 식견에서 나오는 생각,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이나 판,단,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,35회 한자어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 백미(,"白眉): 흰 눈썹이라는 뜻으로, 여럿 가운데에서 가",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,장 뛰어난 사람이나 훌륭한 물건을 비유적으로 이르는 말,.,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,중국 촉한(,蜀漢) 때 마씨(馬氏) 다섯 형제가 모두 재주가 있,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,었는데 그중에서도 눈썹 속에 흰 털이 난 마량(,馬良)이 가장,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,뛰어났다는 데서 유,래,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 회자(,"膾炙): 회와 구운 고기라는 뜻으로, 칭찬을 받",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,으며 사람의 입에 자주 오르내림을 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 서광(,曙光): ①새벽에 동이 틀 무렵의 빛 ②기대하,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 일에 대하여 나타난 희망의 징조를 비유적으로,이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 관건(,關鍵): ①문빗장과 자물쇠를 아울러 이르는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 가공(,架空): ①어떤 시설물을 공중에 가설함 ②이유,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나 근거가 없이 꾸며 냄,. 또는 사실이 아니고 거짓이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나 상상으로 꾸며,냄,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 풍운(,風雲): ①바람과 구름을 아울러 이르는 말 ②용이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,바람과 구름을 타고 하늘로 오르는 것처럼 영웅호걸들이,세,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,상에 두각을 나타내는 좋은 기운,③사회적ㆍ정치적으로 세,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,상이 크게 변하려는 기운을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고적(,孤寂): 외롭고 쓸쓸함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 몰각(,沒却): ①아주 없애 버림 ②무시해 버림,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 막후(,幕後): ①막의 뒤 ②겉으로 드러나지 않은 뒷,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 식언(,食言): 한번 입 밖에 낸 말을 도로 입 속에 넣,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는다는 뜻으로,", 약속한 말대로 지키지 아니함을 이르",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 기한(,期限): ①미리 한정하여 놓은 시기. ‘마감’으로,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,순화,②어느 때까지를 기약함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 체계(,體系): 일정한 원리에 따라서 낱낱의 부분이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,짜임새 있게 조직되어 통일된 전,체,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 구분(,區分): 일정한 기준에 따라 전체를 몇 개로 갈라 나눔,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 처방(,處方): ①병을 치료하기 위하여 증상에 따라,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,약을 짓는 방법,②일정한 문제를 처리하는 방법,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 처치(,處置): ①일을 감당하여 처리함 ②처리하여 없,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,애거나 죽여 버림,③상처나 헌데 따위를 치료함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 구조(,構造): ①부분이나 요소가 어떤 전체를 짜 이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,룸,. 또는 그렇게 이루어진 얼개 ②[같은 말] 구조물.,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,일정한 설계에 따라 여러 가지 재료를 얽어서 만,든,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 선망(,羨望)하다: 부러워하여 바라다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 질시(,嫉視)하다: 시기하여 보다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 개진(,開陳)하다: 주장이나 사실 따위를 밝히기 위하,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,여 의견이나 내용을 드러내어 말하거나 글로 쓰,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 반박(,"反駁)하다: 어떤 의견, 주장, 논설 따위에 반대",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,하여 말하,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 측은(,惻隱)하다: 가엾고 불쌍하다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 가련(,可憐)하다: 가엾고 불쌍하다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 책망(,責望)하다: 잘못을 꾸짖거나 나무라며 못마땅,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,하게 여기,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 우롱(,愚弄)하다: 사람을 어리석게 보고 함부로 대하,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,거나 웃음거리로 만들,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 훼방(,毁謗)하다: ①남을 헐뜯어 비방하다 ②남의 일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,을 방해하,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 폄하(,貶下)하다: 가치를 깎아내리다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 세설(,細說): ①[같은 말]잔말. 쓸데없이 자질구레하게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,늘어놓는 말,②자세히 설명함. 또는 그런 설명,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 독언(,獨言): [같은 말]혼잣말. 말을 하는 상대가 없,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이 혼자서 하는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 췌언(,贅言): 쓸데없는 군더더기 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,36회 한자어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 두각(,頭角): ①짐승의 머리에 있는 뿔 ②뛰어난 학,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,식이나 재능을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 유수(,有數): ①손꼽을 만큼 두드러지거나 훌륭함 ②,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,정하여진 운수나 순서가 있,음,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 아성(,"牙城): ①아기(牙旗)를 세운 성이라는 뜻으로,",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,주장(,主將)이 거처하는 성을 이르던 말 ②아주 중요한,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,근거지를 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 비위(,脾胃): ①지라와 위를 통틀어 이르는 말 ②어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,떤 음식물이나 일에 대하여 먹고 싶거나 하고 싶,은,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,마음,③음식물을 삭여 내거나 아니꼽고 싫은 것을 견,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,디어 내는 성,미,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 사족(,四足): ①짐승의 네발. 또는 네발 가진 짐승 ②,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 면모(,面貌): ①얼굴의 모양 ②사람이나 사물의 겉모,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,습,. 또는 그 됨됨이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 채근(,採根): ①식물의 뿌리를 캐냄 ②어떤 일의 내,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,용,", 원인, 근원 따위를 캐어 알아냄 ③어떻게 행동하",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,기를 따지어 독촉,함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 탁견(,卓見): 두드러진 의견이나 견해. ‘뛰어난 의견’,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 힐문(,詰問): 트집을 잡아 따져 물음,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 사단(,事端): ①사건의 단서. 또는 일의 실마리 ②‘사,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,달(사고나 탈),’의 잘못,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 보전(,保全): 온전하게 보호하여 유지함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
